materia;nombre;creditos;id;dia;hora_inicio;minuto_inicio;hora_fin;minuto_fin;duracion;senhalizacion;edificio;capacidad;extension;area;tiene_movil_express;tipo_mobiliario;es_fijo;id;crn;semestre;numero_seccion;cupos;inscritos;disponibles;profesor1;profesor2;profesor3;id;curso;seccion;salon;franja
MMER-4339;TALLER DE INNVA Y CREATIVIDAD;1;46751;S;8;0;10;50;170;ML_515;ML;44.0;1628.0;114,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31283;31283;2018-01;2;18;20;-2;ZAPATA VANEGAS FREDY;;;47089;MMER-4339;2018-01-31283;ML_515;46751
MMER-4339;TALLER DE INNVA Y CREATIVIDAD;1;46751;S;8;0;10;50;170;ML_515;ML;44.0;1628.0;114,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31283;31283;2018-01;2;18;20;-2;ZAPATA VANEGAS FREDY;;;47090;MMER-4339;2018-01-31283;ML_515;46751
MMER-4339;TALLER DE INNVA Y CREATIVIDAD;1;46751;S;8;0;10;50;170;ML_515;ML;44.0;1628.0;114,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31283;31283;2018-01;2;18;20;-2;ZAPATA VANEGAS FREDY;;;47091;MMER-4339;2018-01-31283;ML_515;46751
MMER-4400;INTELIGENCIA DE NEGOCIOS;2;29666;J;18;0;20;50;170;SD_715;SD;65.0;1109.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-30412;30412;2018-01;1;44;34;10;RUIZ VALDIVIESO MAURICIO;;;47092;MMER-4400;2018-01-30412;SD_715;29666
MMER-4400;INTELIGENCIA DE NEGOCIOS;2;29650;S;18;0;20;50;170;SD_715;SD;65.0;1109.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-30412;30412;2018-01;1;44;34;10;RUIZ VALDIVIESO MAURICIO;;;47093;MMER-4400;2018-01-30412;SD_715;29650
MPAZ-4000;COLOQUIO MAESTRÃA CONSTR. PAZ;4;30464;J;17;0;19;50;170;SD_806;SD;82.0;1164.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-28085;28085;2018-01;1;25;18;7;SOLODKOW DAVID;;;47097;MPAZ-4000;2018-01-28085;SD_806;30464
MPAZ-4100;CONSTRUCCIÃN PAZ Y TRANSICIÃN;4;28949;I;6;30;9;20;190;AU_206;AU;44.0;5613.0;59,8;SI;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-28089;28089;2018-01;1;40;32;8;BORDA GUZMAN SANDRA PATRICIA;;;47104;MPAZ-4100;2018-01-28089;AU_206;28949
MPAZ-4200;CONVIV Y RECONST TEJIDO SOCIAL;4;29408;V;17;0;19;50;170;ML_515;ML;44.0;1628.0;114,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-28091;28091;2018-01;1;40;29;11;RIVAS GAMBOA ANGELA;;;47111;MPAZ-4200;2018-01-28091;ML_515;29408
MPER-4100;HISTORIA DEL PERIODISMO;4;28956;I;17;0;19;50;170;AU_108;AU;17.0;5606.0;21,9;No;Pupitre universitario;Movil;2018-01-27176;27176;2018-01;1;16;12;4;SANCHEZ LOPEZ SANDRA BEATRIZ;;;47118;MPER-4100;2018-01-27176;AU_108;28956
MPER-4200;PERIODISMO DIGITAL;4;28949;I;6;30;9;20;190;C_108;C_;22.0;;40,2;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29911;29911;2018-01;1;20;17;3;MARTINEZ CONCHA MARIA PAULA;;;47125;MPER-4200;2018-01-29911;C_108;28949
MPER-4300;INVESTIGACIÃN EN PERIODISMO;4;30464;J;17;0;19;50;170;C_107;C_;22.0;;42,9;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29912;29912;2018-01;1;20;17;3;MORALES REGUEROS ANDRES LORENZO;MARIANI PASCALE;;47132;MPER-4300;2018-01-29912;C_107;30464
MPER-4400;SEM. 1:GENEROS PERIODISTICOS 1;4;28411;M;6;30;9;20;190;C_205;C_;22.0;;42,6;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-13676;13676;2018-01;1;20;6;14;DE VENGOECHEA CORREA ALEJANDRA;DUQUE SALAZAR ANA LUCIA;VELASCO ROJAS HECTOR YOVAN;47139;MPER-4400;2018-01-13676;C_205;28411
MPER-4400;SEM. 1:GENEROS PERIODISTICOS 1;4;30158;J;6;30;9;20;190;C_205;C_;22.0;;42,6;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-13676;13676;2018-01;1;20;6;14;DE VENGOECHEA CORREA ALEJANDRA;DUQUE SALAZAR ANA LUCIA;VELASCO ROJAS HECTOR YOVAN;47140;MPER-4400;2018-01-13676;C_205;30158
MPER-4401;GENEROS PERIODISTICOS 2;4;28411;M;6;30;9;20;190;C_206;C_;22.0;;43,2;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29913;29913;2018-01;1;20;11;9;DE BEAUVOIR CHARLOTTE;SALCEDO RAMOS ALBERTO RAFAEL;ALVAREZ JUAN MIGUEL;47147;MPER-4401;2018-01-29913;C_206;28411
MPER-4401;GENEROS PERIODISTICOS 2;4;30158;J;6;30;9;20;190;C_206;C_;22.0;;43,2;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29913;29913;2018-01;1;20;11;9;DE BEAUVOIR CHARLOTTE;SALCEDO RAMOS ALBERTO RAFAEL;ALVAREZ JUAN MIGUEL;47148;MPER-4401;2018-01-29913;C_206;30158
MPET-4102;INGENIERIA DE PRODUCCION;4;29712;V;14;0;17;50;230;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29914;29914;2018-01;1;35;38;-3;RODRIGUEZ PLAZAS LILIANA;DUITAMA MORENO JOHAN SEBASTIAN;VILLALOBOS HERRERA HECTOR ENRIQUE;47155;MPET-4102;2018-01-29914;SD_702;29712
MPET-4102;INGENIERIA DE PRODUCCION;4;29713;S;14;0;17;50;230;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29914;29914;2018-01;1;35;38;-3;RODRIGUEZ PLAZAS LILIANA;DUITAMA MORENO JOHAN SEBASTIAN;VILLALOBOS HERRERA HECTOR ENRIQUE;47156;MPET-4102;2018-01-29914;SD_702;29713
MPET-4102;INGENIERIA DE PRODUCCION;4;29712;V;14;0;17;50;230;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29914;29914;2018-01;1;35;38;-3;RODRIGUEZ PLAZAS LILIANA;DUITAMA MORENO JOHAN SEBASTIAN;VILLALOBOS HERRERA HECTOR ENRIQUE;47157;MPET-4102;2018-01-29914;SD_702;29712
MPET-4102;INGENIERIA DE PRODUCCION;4;29713;S;14;0;17;50;230;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29914;29914;2018-01;1;35;38;-3;RODRIGUEZ PLAZAS LILIANA;DUITAMA MORENO JOHAN SEBASTIAN;VILLALOBOS HERRERA HECTOR ENRIQUE;47158;MPET-4102;2018-01-29914;SD_702;29713
MPET-4102;INGENIERIA DE PRODUCCION;4;29712;V;14;0;17;50;230;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29914;29914;2018-01;1;35;38;-3;RODRIGUEZ PLAZAS LILIANA;DUITAMA MORENO JOHAN SEBASTIAN;VILLALOBOS HERRERA HECTOR ENRIQUE;47159;MPET-4102;2018-01-29914;SD_702;29712
MPET-4102;INGENIERIA DE PRODUCCION;4;29713;S;14;0;17;50;230;SD_702;SD;65.0;1117.0;140;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29914;29914;2018-01;1;35;38;-3;RODRIGUEZ PLAZAS LILIANA;DUITAMA MORENO JOHAN SEBASTIAN;VILLALOBOS HERRERA HECTOR ENRIQUE;47160;MPET-4102;2018-01-29914;SD_702;29713
MPET-4110;RECOBRO MEJORADO;4;43981;V;8;0;11;50;230;AU_107;AU;36.0;5605.0;46,3;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29915;29915;2018-01;1;35;12;23;PRADILLA RAGUA DIEGO CAMILO;JIMENEZ GOMEZ JAIME ALBERTO;NIZ VELASQUEZ EIDER;47161;MPET-4110;2018-01-29915;AU_107;43981
MPET-4110;RECOBRO MEJORADO;4;43981;V;8;0;11;50;230;AU_107;AU;36.0;5605.0;46,3;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29915;29915;2018-01;1;35;12;23;PRADILLA RAGUA DIEGO CAMILO;JIMENEZ GOMEZ JAIME ALBERTO;NIZ VELASQUEZ EIDER;47162;MPET-4110;2018-01-29915;AU_107;43981
MPET-4110;RECOBRO MEJORADO;4;43981;V;8;0;11;50;230;AU_107;AU;36.0;5605.0;46,3;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29915;29915;2018-01;1;35;12;23;PRADILLA RAGUA DIEGO CAMILO;JIMENEZ GOMEZ JAIME ALBERTO;NIZ VELASQUEZ EIDER;47163;MPET-4110;2018-01-29915;AU_107;43981
MPET-4211;INGENIERÃA DE PERFORACIÃN;4;30148;V;18;0;20;50;170;B_401;B_;81.0;;159,2;No (es salas de computo tambiÃ©n);Silla mÃ³vil y mesa fija;Fijo;2018-01-30946;30946;2018-01;1;52;47;5;PONSART MATHILDE JANINE;TRUJILLO FALLA JORGE ENRIQUE;MARTIN ORTIZ CARLOS ENRIQUE;47164;MPET-4211;2018-01-30946;B_401;30148
MPET-4211;INGENIERÃA DE PERFORACIÃN;4;29650;S;18;0;20;50;170;B_401;B_;81.0;;159,2;No (es salas de computo tambiÃ©n);Silla mÃ³vil y mesa fija;Fijo;2018-01-30946;30946;2018-01;1;52;47;5;PONSART MATHILDE JANINE;TRUJILLO FALLA JORGE ENRIQUE;MARTIN ORTIZ CARLOS ENRIQUE;47165;MPET-4211;2018-01-30946;B_401;29650
MPET-4211;INGENIERÃA DE PERFORACIÃN;4;30148;V;18;0;20;50;170;B_401;B_;81.0;;159,2;No (es salas de computo tambiÃ©n);Silla mÃ³vil y mesa fija;Fijo;2018-01-30946;30946;2018-01;1;52;47;5;PONSART MATHILDE JANINE;TRUJILLO FALLA JORGE ENRIQUE;MARTIN ORTIZ CARLOS ENRIQUE;47166;MPET-4211;2018-01-30946;B_401;30148
MPET-4310;ANALI RIESGO Y TOMA DE DECIS;4;30464;J;17;0;19;50;170;ML_515;ML;44.0;1628.0;114,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29916;29916;2018-01;1;35;9;26;CASTILLO HERNANDEZ MARIO JOSE;CABRALES AREVALO SERGIO ANDRES;;47167;MPET-4310;2018-01-29916;ML_515;30464
MPET-4310;ANALI RIESGO Y TOMA DE DECIS;4;29146;L;17;0;19;50;170;ML_515;ML;44.0;1628.0;114,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29916;29916;2018-01;1;35;9;26;CASTILLO HERNANDEZ MARIO JOSE;CABRALES AREVALO SERGIO ANDRES;;47168;MPET-4310;2018-01-29916;ML_515;29146
MPET-4310;ANALI RIESGO Y TOMA DE DECIS;4;30464;J;17;0;19;50;170;ML_515;ML;44.0;1628.0;114,9;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29916;29916;2018-01;1;35;9;26;CASTILLO HERNANDEZ MARIO JOSE;CABRALES AREVALO SERGIO ANDRES;;47169;MPET-4310;2018-01-29916;ML_515;30464
MPET-4401;ASPECTOS AMBIEN PROY PETROLEOS;4;28921;M;17;0;19;50;170;W_203;W_;24.0;5006.0;54,8;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-29917;29917;2018-01;1;20;8;12;CARDENAS FORERO MARCO VINICIO;GUALTEROS QUIROGA MILTON JULIAN;;47170;MPET-4401;2018-01-29917;W_203;28921
MPET-4500;PROYECTO COLECTIVO INTEGRADOR;4;29666;J;18;0;20;50;170;AU_203;AU;48.0;5610.0;59,8;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-27867;27867;2018-01;1;45;31;14;MARIN CASTILLO RODRIGO ALBERTO;ESCOBAR GUTIERREZ JAIRO ARTURO;;47177;MPET-4500;2018-01-27867;AU_203;29666
MPET-4500;PROYECTO COLECTIVO INTEGRADOR;4;29666;J;18;0;20;50;170;AU_203;AU;48.0;5610.0;59,8;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-27867;27867;2018-01;1;45;31;14;MARIN CASTILLO RODRIGO ALBERTO;ESCOBAR GUTIERREZ JAIRO ARTURO;;47178;MPET-4500;2018-01-27867;AU_203;29666
MPET-4500;PROYECTO COLECTIVO INTEGRADOR;4;29666;J;18;0;20;50;170;AU_203;AU;48.0;5610.0;59,8;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-27867;27867;2018-01;1;45;31;14;MARIN CASTILLO RODRIGO ALBERTO;ESCOBAR GUTIERREZ JAIRO ARTURO;;47179;MPET-4500;2018-01-27867;AU_203;29666
MPET-4501;SEMINARIO MPET;0;29721;I;17;0;18;50;110;Y_111B;Y_;24.0;;43,6;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-27865;27865;2018-01;1;20;4;16;MARIN CASTILLO RODRIGO ALBERTO;POLANCO GUTIERREZ ANA MARIA;;47180;MPET-4501;2018-01-27865;Y_111B;29721
MPET-4501;SEMINARIO MPET;0;29721;I;17;0;18;50;110;Y_111B;Y_;24.0;;43,6;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-27865;27865;2018-01;1;20;4;16;MARIN CASTILLO RODRIGO ALBERTO;POLANCO GUTIERREZ ANA MARIA;;47181;MPET-4501;2018-01-27865;Y_111B;29721
MPET-4501;SEMINARIO MPET;0;29721;I;17;0;18;50;110;Y_111B;Y_;24.0;;43,6;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-27865;27865;2018-01;1;20;4;16;MARIN CASTILLO RODRIGO ALBERTO;POLANCO GUTIERREZ ANA MARIA;;47182;MPET-4501;2018-01-27865;Y_111B;29721
MSIN-4101;ING CRIPTOGRAFICA Y APLIC SERV;4;29666;J;18;0;20;50;170;Z_201;Z_;36.0;;42,3;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29919;29919;2018-01;1;35;18;17;QUIROGA BECERRA MILTON EMIGDIO;;;47183;MSIN-4101;2018-01-29919;Z_201;29666
MSIN-4101;ING CRIPTOGRAFICA Y APLIC SERV;4;29650;S;18;0;20;50;170;Z_201;Z_;36.0;;42,3;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29919;29919;2018-01;1;35;18;17;QUIROGA BECERRA MILTON EMIGDIO;;;47184;MSIN-4101;2018-01-29919;Z_201;29650
MSIN-4102;INFRAESTRUCTURA SEGURA;4;29680;M;18;0;20;50;170;AU_404;AU;36.0;5634.0;43,7;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-27180;27180;2018-01;1;36;19;17;RUEDA RODRIGUEZ SANDRA JULIETA;DONOSO MEISEL YEZYD ENRIQUE;;47188;MSIN-4102;2018-01-27180;AU_404;29680
MSIN-4201;MOD. Y ESTÃND. DE SEGURIDAD;4;29654;I;18;0;20;50;170;LL_105;LL;38.0;5080.0;37,8;SI;Pupitre universitario;Movil;2018-01-27181;27181;2018-01;1;38;8;30;RUEDA RODRIGUEZ SANDRA JULIETA;MOLINA MOLINA FABIAN;;47195;MSIN-4201;2018-01-27181;LL_105;29654
MSIN-4206;COMPUTACIÃN FORENSE;4;29649;L;18;0;20;50;170;SD_205;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29920;29920;2018-01;1;41;23;18;JIMENEZ LEON JUAN DIEGO;POSADA MAYA RICARDO;BAUTISTA GARCIA FREDY;47202;MSIN-4206;2018-01-29920;SD_205;29649
MSIN-4207;CIBERSEGURIDAD;4;30148;V;18;0;20;50;170;Z_103;Z_;35.0;;40,1;No;Pupitre universitario;Movil;2018-01-29921;29921;2018-01;1;35;16;19;MARIÃO JULIO VICENTE FERRER;GUEVARA PULIDO JOHN ALBEIRO;DURAN SANTOS ALEX URIEL;47209;MSIN-4207;2018-01-29921;Z_103;30148
MSIN-4301;PROYECTO FINAL;4;29666;J;18;0;20;50;170;LL_108;LL;36.0;5083.0;38;SI;Pupitre universitario;Movil;2018-01-14608;14608;2018-01;1;35;17;18;RUEDA RODRIGUEZ SANDRA JULIETA;GOMEZ DIAZ RICARDO;CASTRO BARRERA HAROLD ENRIQUE;47216;MSIN-4301;2018-01-14608;LL_108;29666
MUSI-1100A;APRECIACION DE LA MUSICA(INGL);3;28536;L;15;30;16;50;80;R_112;R_;77.0;;83,2;No;Silla y superficie abatible fijas;Fijo;2018-01-10267;10267;2018-01;1;68;26;42;KATZ-ROSENE JOSHUA DAVID;;;47223;MUSI-1100A;2018-01-10267;R_112;28536
MUSI-1100A;APRECIACION DE LA MUSICA(INGL);3;28569;I;15;30;16;50;80;R_112;R_;77.0;;83,2;No;Silla y superficie abatible fijas;Fijo;2018-01-10267;10267;2018-01;1;68;26;42;KATZ-ROSENE JOSHUA DAVID;;;47224;MUSI-1100A;2018-01-10267;R_112;28569
MUSI-1100A;APRECIACION DE LA MUSICA(INGL);3;28280;I;9;30;10;50;80;B_201;B_;51.0;1439.0;122,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-10497;10497;2018-01;2;39;38;1;RODRIGUEZ MELO MARTHA ENNA;;;47231;MUSI-1100A;2018-01-10497;B_201;28280
MUSI-1100A;APRECIACION DE LA MUSICA(INGL);3;28281;V;9;30;10;50;80;B_201;B_;51.0;1439.0;122,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-10497;10497;2018-01;2;39;38;1;RODRIGUEZ MELO MARTHA ENNA;;;47232;MUSI-1100A;2018-01-10497;B_201;28281
MUSI-1101B;APRECIACION DE BLUES Y ROCK 1;3;28829;M;15;30;16;50;80;R_111;R_;70.0;;83;No;Silla y superficie abatible fijas;Fijo;2018-01-10652;10652;2018-01;1;70;64;6;CARRERO SANCHEZ SANDRO;;;47239;MUSI-1101B;2018-01-10652;R_111;28829
MUSI-1101B;APRECIACION DE BLUES Y ROCK 1;3;28537;J;15;30;16;50;80;R_111;R_;70.0;;83;No;Silla y superficie abatible fijas;Fijo;2018-01-10652;10652;2018-01;1;70;64;6;CARRERO SANCHEZ SANDRO;;;47240;MUSI-1101B;2018-01-10652;R_111;28537
MUSI-1102B;APRECIACION DE BLUES Y ROCK 2;3;30065;M;17;0;18;20;80;ML_509;ML;61.0;1613.0;85,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10256;10256;2018-01;1;61;49;12;CARRERO SANCHEZ SANDRO;;;47247;MUSI-1102B;2018-01-10256;ML_509;30065
MUSI-1102B;APRECIACION DE BLUES Y ROCK 2;3;29403;J;17;0;18;20;80;ML_509;ML;61.0;1613.0;85,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10256;10256;2018-01;1;61;49;12;CARRERO SANCHEZ SANDRO;;;47248;MUSI-1102B;2018-01-10256;ML_509;29403
MUSI-1104B;MUS. EDAD MEDIA Y RENACIMIENTO;3;28302;I;8;0;9;20;80;W_505;W_;42.0;5021.0;82,6;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10672;10672;2018-01;1;35;24;11;GAMBOA HOYOS CAROLINA;;;47255;MUSI-1104B;2018-01-10672;W_505;28302
MUSI-1104B;MUS. EDAD MEDIA Y RENACIMIENTO;3;28553;V;8;0;9;20;80;W_505;W_;42.0;5021.0;82,6;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10672;10672;2018-01;1;35;24;11;GAMBOA HOYOS CAROLINA;;;47256;MUSI-1104B;2018-01-10672;W_505;28553
MUSI-1105B;MUSICA SIGLOS XVII Y XVIII;3;28325;L;14;0;15;20;80;R_112;R_;77.0;;83,2;No;Silla y superficie abatible fijas;Fijo;2018-01-10607;10607;2018-01;1;65;33;32;FUENTES HERNANDEZ ARMANDO JOSE;MENDOZA CASTRO MARIA CAMILA;;47263;MUSI-1105B;2018-01-10607;R_112;28325
MUSI-1105B;MUSICA SIGLOS XVII Y XVIII;3;28326;I;14;0;15;20;80;R_112;R_;77.0;;83,2;No;Silla y superficie abatible fijas;Fijo;2018-01-10607;10607;2018-01;1;65;33;32;FUENTES HERNANDEZ ARMANDO JOSE;MENDOZA CASTRO MARIA CAMILA;;47264;MUSI-1105B;2018-01-10607;R_112;28326
MUSI-1106B;MUSICA SIGLO XIX;3;28342;I;11;0;12;20;80;B_201;B_;51.0;1439.0;122,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-18551;18551;2018-01;1;45;35;10;RODRIGUEZ MELO MARTHA ENNA;;;47271;MUSI-1106B;2018-01-18551;B_201;28342
MUSI-1106B;MUSICA SIGLO XIX;3;28357;V;11;0;12;20;80;B_201;B_;51.0;1439.0;122,8;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-18551;18551;2018-01;1;45;35;10;RODRIGUEZ MELO MARTHA ENNA;;;47272;MUSI-1106B;2018-01-18551;B_201;28357
MUSI-1107B;MUSICA SIGLO XX;3;28622;J;8;0;9;20;80;AU_102;AU;48.0;5602.0;62,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-16397;16397;2018-01;1;38;36;2;BARNAT ONS DRISS;;;47279;MUSI-1107B;2018-01-16397;AU_102;28622
MUSI-1107B;MUSICA SIGLO XX;3;28301;L;8;0;9;20;80;AU_102;AU;48.0;5602.0;62,6;Si;Mesa trapezoidal con silla mÃ³viles;Movil;2018-01-16397;16397;2018-01;1;38;36;2;BARNAT ONS DRISS;;;47280;MUSI-1107B;2018-01-16397;AU_102;28301
MUSI-1114A;MUSICA ORQUESTAL EN OCCIDENTE;3;28573;M;14;0;15;20;80;R_113;R_;77.0;;83,5;No;Silla y superficie abatible fijas;Fijo;2018-01-10587;10587;2018-01;1;77;71;6;PULIDO HURTADO LUIS HERNANDO;;;47284;MUSI-1114A;2018-01-10587;R_113;28573
MUSI-1114A;MUSICA ORQUESTAL EN OCCIDENTE;3;28574;J;14;0;15;20;80;R_113;R_;77.0;;83,5;No;Silla y superficie abatible fijas;Fijo;2018-01-10587;10587;2018-01;1;77;71;6;PULIDO HURTADO LUIS HERNANDO;;;47285;MUSI-1114A;2018-01-10587;R_113;28574
MUSI-1115A;CULTURAS MUSICALES DEL MUNDO;3;28309;L;11;0;12;20;80;R_112;R_;77.0;;83,2;No;Silla y superficie abatible fijas;Fijo;2018-01-27786;27786;2018-01;1;61;60;1;KATZ-ROSENE JOSHUA DAVID;;;47292;MUSI-1115A;2018-01-27786;R_112;28309
MUSI-1115A;CULTURAS MUSICALES DEL MUNDO;3;28357;V;11;0;12;20;80;R_112;R_;77.0;;83,2;No;Silla y superficie abatible fijas;Fijo;2018-01-27786;27786;2018-01;1;61;60;1;KATZ-ROSENE JOSHUA DAVID;;;47293;MUSI-1115A;2018-01-27786;R_112;28357
MUSI-1116B;MUSICA Y CINEMATOGRAFIA;3;28279;L;9;30;10;50;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-27787;27787;2018-01;1;41;31;10;GARCIA MARCELA;;;47300;MUSI-1116B;2018-01-27787;B_203;28279
MUSI-1116B;MUSICA Y CINEMATOGRAFIA;3;28280;I;9;30;10;50;80;B_203;B_;53.0;1441.0;88,6;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-27787;27787;2018-01;1;41;31;10;GARCIA MARCELA;;;47301;MUSI-1116B;2018-01-27787;B_203;28280
MUSI-1125B;MÃSICAÂ EXPERIMENTAL;3;28661;M;9;30;10;50;80;W_505;W_;42.0;5021.0;82,6;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10878;10878;2018-01;1;35;38;-3;PERALTA CACERES CATALINA LEONO;SOLANO COBOS CAMILO ANDRES;;47308;MUSI-1125B;2018-01-10878;W_505;28661
MUSI-1125B;MÃSICAÂ EXPERIMENTAL;3;28606;J;9;30;10;50;80;W_505;W_;42.0;5021.0;82,6;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10878;10878;2018-01;1;35;38;-3;PERALTA CACERES CATALINA LEONO;SOLANO COBOS CAMILO ANDRES;;47309;MUSI-1125B;2018-01-10878;W_505;28606
MUSI-1126;NEGOCIOSÂ DEÂ LAÂ MÃSICA;3;28886;I;15;30;18;20;190;M_100;M_;63.0;;72,1;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-27789;27789;2018-01;1;30;15;15;CARRERO SANCHEZ SANDRO;;;47316;MUSI-1126;2018-01-27789;M_100;28886
MUSI-1130B;DE LA HABANERA AL TANGO;3;28302;I;8;0;9;20;80;R_112;R_;77.0;;83,2;No;Silla y superficie abatible fijas;Fijo;2018-01-11678;11678;2018-01;1;77;74;3;LEON RENGIFO LUIS FERNANDO;;;47323;MUSI-1130B;2018-01-11678;R_112;28302
MUSI-1130B;DE LA HABANERA AL TANGO;3;28553;V;8;0;9;20;80;R_112;R_;77.0;;83,2;No;Silla y superficie abatible fijas;Fijo;2018-01-11678;11678;2018-01;1;77;74;3;LEON RENGIFO LUIS FERNANDO;;;47324;MUSI-1130B;2018-01-11678;R_112;28553
MUSI-1819;CORO PREPARATORIO;2;31836;M;17;0;18;50;110;K2_101;K2;40.0;;68,4;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10608;10608;2018-01;1;30;8;22;BARRETO SANTACRUZ MARIA JIMENA;;;47331;MUSI-1819;2018-01-10608;K2_101;31836
MUSI-1819;CORO PREPARATORIO;2;31837;J;17;0;18;50;110;K2_101;K2;40.0;;68,4;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10608;10608;2018-01;1;30;8;22;BARRETO SANTACRUZ MARIA JIMENA;;;47332;MUSI-1819;2018-01-10608;K2_101;31837
MUSI-2512;AUDIO PARA LA IMAGEN I;2;28425;V;14;0;16;50;170;ML_120;ML;10.0;;17,6;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-23240;23240;2018-01;1;10;10;0;TORRES REYES ISABEL CRISTINA;;;47339;MUSI-2512;2018-01-23240;ML_120;28425
MUSI-2512;AUDIO PARA LA IMAGEN I;2;34184;S;14;0;16;50;170;ML_120;ML;10.0;;17,6;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-23240;23240;2018-01;1;10;10;0;TORRES REYES ISABEL CRISTINA;;;47340;MUSI-2512;2018-01-23240;ML_120;34184
MUSI-2602;SONIDO EN VIVO 1;3;31208;M;6;30;8;20;130;K2_101;K2;40.0;;68,4;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31159;31159;2018-01;1;10;13;-3;TARQUINO FERNANDEZ JAVIER HUMBERTO;TARQUINO FERNANDEZ JAVIER HUMBERTO;;47347;MUSI-2602;2018-01-31159;K2_101;31208
MUSI-2602;SONIDO EN VIVO 1;3;31208;M;6;30;8;20;130;K2_101;K2;40.0;;68,4;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31159;31159;2018-01;1;10;13;-3;TARQUINO FERNANDEZ JAVIER HUMBERTO;TARQUINO FERNANDEZ JAVIER HUMBERTO;;47348;MUSI-2602;2018-01-31159;K2_101;31208
MUSI-2602;SONIDO EN VIVO 1;3;47349;S;6;30;8;20;130;K2_101;K2;40.0;;68,4;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-31159;31159;2018-01;1;10;13;-3;TARQUINO FERNANDEZ JAVIER HUMBERTO;TARQUINO FERNANDEZ JAVIER HUMBERTO;;47349;MUSI-2602;2018-01-31159;K2_101;47349
